date,product_code,product,variant,total_quantity_sold,gross_price_per_item,gross_price_total
"2020-10-01 00:00:00",A2219150203,"AQ Master wireless x1 Ms","Plus 1",688,6.7301000000,4630.3088000000
"2020-10-01 00:00:00",A2219150204,"AQ Master wireless x1 Ms","Plus 2",3137,7.3526000000,23065.1062000000
"2020-10-01 00:00:00",A2219150205,"AQ Master wireless x1 Ms","Premium 1",1546,7.9813000000,12339.0898000000
"2020-10-01 00:00:00",A2219150206,"AQ Master wireless x1 Ms","Premium 2",1908,8.3193000000,15873.2244000000
"2020-10-01 00:00:00",A2319150301,"AQ Gamers Ms","Standard 1",2155,8.8044000000,18973.4820000000
"2020-10-01 00:00:00",A2319150302,"AQ Gamers Ms","Standard 2",2802,8.9901000000,25190.2602000000
"2020-10-01 00:00:00",A2319150303,"AQ Gamers Ms","Plus 1",563,9.3977000000,5290.9051000000
"2020-10-01 00:00:00",A2319150304,"AQ Gamers Ms","Plus 2",986,10.4573000000,10310.8978000000
"2020-10-01 00:00:00",A2319150305,"AQ Gamers Ms","Premium 1",2506,10.4370000000,26155.1220000000
"2020-10-01 00:00:00",A2319150306,"AQ Gamers Ms","Premium 2",1614,10.8659000000,17537.5626000000
"2020-10-01 00:00:00",A2419150401,"AQ Lite Ms","Standard 1",2560,11.4829000000,29396.2240000000
"2020-10-01 00:00:00",A2419150402,"AQ Lite Ms","Standard 2",2927,11.2819000000,33022.1213000000
"2020-10-01 00:00:00",A2419150403,"AQ Lite Ms","Plus 1",1879,10.8925000000,20467.0075000000
"2020-10-01 00:00:00",A2419150404,"AQ Lite Ms","Plus 2",2124,11.6332000000,24708.9168000000
"2020-10-01 00:00:00",A2419150405,"AQ Lite Ms","Premium 1",2471,12.7423000000,31486.2233000000
"2020-10-01 00:00:00",A2420150406,"AQ Lite Ms","Premium 2",2032,12.2979000000,24989.3328000000
"2020-10-01 00:00:00",A2520150501,"AQ Maxima Ms","Standard 1",2345,12.0689000000,28301.5705000000
"2020-10-01 00:00:00",A2520150502,"AQ Maxima Ms","Standard 2",2321,14.5267000000,33716.4707000000
"2020-10-01 00:00:00",A2520150503,"AQ Maxima Ms","Plus 1",883,14.1682000000,12510.5206000000
"2020-10-01 00:00:00",A2520150504,"AQ Maxima Ms","Plus 2",1528,14.2800000000,21819.8400000000
"2020-10-01 00:00:00",A2520150505,"AQ Maxima Ms","Premium 1",2271,15.1762000000,34465.1502000000
"2020-10-01 00:00:00",A2520150506,"AQ Maxima Ms","Premium 2",1017,14.5677000000,14815.3509000000
"2020-10-01 00:00:00",A2620150601,"AQ Qwerty Ms","Standard 1",1949,14.9013000000,29042.6337000000
"2020-10-01 00:00:00",A2620150602,"AQ Qwerty Ms","Standard 2",1956,15.8102000000,30924.7512000000
"2020-10-01 00:00:00",A2620150603,"AQ Qwerty Ms","Plus 1",1079,15.9792000000,17241.5568000000
"2020-10-01 00:00:00",A2620150604,"AQ Qwerty Ms","Plus 2",1702,16.5491000000,28166.5682000000
"2020-10-01 00:00:00",A2620150605,"AQ Qwerty Ms","Premium 1",2611,16.5882000000,43311.7902000000
"2020-10-01 00:00:00",A2620150606,"AQ Qwerty Ms","Premium 2",1256,16.7850000000,21081.9600000000
"2020-10-01 00:00:00",A2720150701,"AQ Trigger Ms","Standard 1",1900,17.0917000000,32474.2300000000
"2020-10-01 00:00:00",A2721150702,"AQ Trigger Ms","Standard 2",815,17.2368000000,14047.9920000000
"2020-10-01 00:00:00",A2721150703,"AQ Trigger Ms","Plus 1",2008,16.9353000000,34006.0824000000
"2020-10-01 00:00:00",A2721150704,"AQ Trigger Ms","Plus 2",2514,19.5860000000,49239.2040000000
"2020-10-01 00:00:00",A2721150705,"AQ Trigger Ms","Premium 1",1559,19.4042000000,30251.1478000000
"2020-10-01 00:00:00",A2721150706,"AQ Trigger Ms","Premium 2",1933,20.0537000000,38763.8021000000
"2020-10-01 00:00:00",A2821150801,"AQ Lumina Ms","Standard 1",1342,21.7118000000,29137.2356000000
"2020-10-01 00:00:00",A2918150101,"AQ Master wired x1","Standard 1",1703,6.8991000000,11749.1673000000
"2020-10-01 00:00:00",A2918150102,"AQ Master wired x1","Standard 2",1923,7.5979000000,14610.7617000000
"2020-10-01 00:00:00",A2918150103,"AQ Master wired x1","Plus 1",2061,7.7693000000,16012.5273000000
"2020-10-01 00:00:00",A2918150104,"AQ Master wired x1","Plus 2",2862,8.9514000000,25618.9068000000
"2020-10-01 00:00:00",A2918150105,"AQ Master wired x1","Premium 1",2142,9.4650000000,20274.0300000000
"2020-10-01 00:00:00",A2918150106,"AQ Master wired x1","Premium 2",1290,10.4188000000,13440.2520000000
"2020-10-01 00:00:00",A3018150201,"AQ Master wireless x1","Standard 1",2081,10.7955000000,22465.4355000000
"2020-10-01 00:00:00",A3018150202,"AQ Master wireless x1","Standard 2",1610,11.0524000000,17794.3640000000
"2020-10-01 00:00:00",A3018150203,"AQ Master wireless x1","Plus 1",1437,12.3739000000,17781.2943000000
"2020-10-01 00:00:00",A3019150204,"AQ Master wireless x1","Plus 2",1534,11.6011000000,17796.0874000000
"2020-10-01 00:00:00",A3019150205,"AQ Master wireless x1","Premium 1",1286,12.0509000000,15497.4574000000
"2020-10-01 00:00:00",A3019150206,"AQ Master wireless x1","Premium 2",1553,13.0018000000,20191.7954000000
"2020-10-01 00:00:00",A3119150301,"AQ Gamers ","Standard 1",1030,13.5061000000,13911.2830000000
"2020-10-01 00:00:00",A3119150302,"AQ Gamers ","Standard 2",1927,15.3071000000,29496.7817000000
"2020-10-01 00:00:00",A3119150303,"AQ Gamers ","Plus 1",1907,16.2407000000,30971.0149000000
"2020-10-01 00:00:00",A3120150304,"AQ Gamers ","Plus 2",2665,16.3792000000,43650.5680000000
"2020-10-01 00:00:00",A3120150305,"AQ Gamers ","Premium 1",1706,16.3218000000,27844.9908000000
"2020-10-01 00:00:00",A3120150306,"AQ Gamers ","Premium 2",1573,19.3003000000,30359.3719000000
"2020-10-01 00:00:00",A3220150401,"AQ Lite","Standard 1",1979,18.4943000000,36600.2197000000
"2020-10-01 00:00:00",A3220150402,"AQ Lite","Standard 2",1821,18.7947000000,34225.1487000000
"2020-10-01 00:00:00",A3220150403,"AQ Lite","Plus 1",1071,18.5844000000,19903.8924000000
"2020-10-01 00:00:00",A3220150404,"AQ Lite","Plus 2",1610,18.4219000000,29659.2590000000
"2020-10-01 00:00:00",A3220150405,"AQ Lite","Premium 1",1661,18.9415000000,31461.8315000000
"2020-10-01 00:00:00",A3220150406,"AQ Lite","Premium 2",2526,20.0066000000,50536.6716000000
"2020-10-01 00:00:00",A3320150501,"AQ Maxima","Standard 1",1323,20.3908000000,26977.0284000000
"2020-10-01 00:00:00",A3320150502,"AQ Maxima","Standard 2",2043,21.6988000000,44330.6484000000
"2020-10-01 00:00:00",A3320150503,"AQ Maxima","Plus 1",1311,20.8733000000,27364.8963000000
"2020-10-01 00:00:00",A3320150504,"AQ Maxima","Plus 2",2261,22.1341000000,50045.2001000000
"2020-10-01 00:00:00",A3320150505,"AQ Maxima","Premium 1",1505,23.0844000000,34742.0220000000
"2020-10-01 00:00:00",A3320150506,"AQ Maxima","Premium 2",1919,23.7678000000,45610.4082000000
"2020-10-01 00:00:00",A3420150601,"AQ Qwerty","Standard 1",2142,24.5690000000,52626.7980000000
"2020-10-01 00:00:00",A3420150602,"AQ Qwerty","Standard 2",1346,23.9726000000,32267.1196000000
"2020-10-01 00:00:00",A3421150603,"AQ Qwerty","Plus 1",2280,26.9507000000,61447.5960000000
"2020-10-01 00:00:00",A3421150604,"AQ Qwerty","Plus 2",2777,27.4152000000,76132.0104000000
"2020-10-01 00:00:00",A3421150605,"AQ Qwerty","Premium 1",700,29.8692000000,20908.4400000000
"2020-10-01 00:00:00",A3421150606,"AQ Qwerty","Premium 2",1670,29.6709000000,49550.4030000000
"2020-10-01 00:00:00",A3521150701,"AQ Trigger","Standard 1",1780,29.3872000000,52309.2160000000
"2020-10-01 00:00:00",A3521150702,"AQ Trigger","Standard 2",2949,30.3414000000,89476.7886000000
"2020-10-01 00:00:00",A3521150703,"AQ Trigger","Plus 1",1839,31.7665000000,58418.5935000000
"2020-10-01 00:00:00",A3521150704,"AQ Trigger","Plus 2",1188,33.6246000000,39946.0248000000
"2020-10-01 00:00:00",A3521150705,"AQ Trigger","Premium 1",2416,34.5114000000,83379.5424000000
"2020-10-01 00:00:00",A3718150101,"AQ LION x1",Standard,283,16.5127000000,4673.0941000000
"2020-10-01 00:00:00",A3718150102,"AQ LION x1","Plus 1 ",203,16.1015000000,3268.6045000000
"2020-10-01 00:00:00",A3718150103,"AQ LION x1","Plus 2",109,17.5697000000,1915.0973000000
"2020-10-01 00:00:00",A3718150105,"AQ LION x1",Premium,154,18.0312000000,2776.8048000000
"2020-10-01 00:00:00",A3818150201,"AQ LION x2",Standard,176,17.2648000000,3038.6048000000
"2020-10-01 00:00:00",A3818150202,"AQ LION x2","Plus 1 ",273,17.5197000000,4782.8781000000
"2020-10-01 00:00:00",A3819150203,"AQ LION x2","Plus 2",154,18.4533000000,2841.8082000000
"2020-10-01 00:00:00",A3819150204,"AQ LION x2","Plus 3",80,21.1942000000,1695.5360000000
"2020-10-01 00:00:00",A3819150205,"AQ LION x2",Premium,205,21.6066000000,4429.3530000000
"2020-10-01 00:00:00",A3920150301,"AQ LION x3",Standard,238,22.1454000000,5270.6052000000
"2020-10-01 00:00:00",A3920150302,"AQ LION x3","Plus 1 ",245,23.1520000000,5672.2400000000
"2020-10-01 00:00:00",A3920150303,"AQ LION x3","Plus 2",193,25.4670000000,4915.1310000000
"2020-10-01 00:00:00",A3920150304,"AQ LION x3","Plus 3",89,25.0442000000,2228.9338000000
"2020-10-01 00:00:00",A3920150305,"AQ LION x3",Premium,94,27.4546000000,2580.7324000000
"2020-10-01 00:00:00",A4020150401,"AQ Mx NB",Standard,243,26.9302000000,6544.0386000000
"2020-10-01 00:00:00",A4020150402,"AQ Mx NB","Plus 1 ",185,28.4500000000,5263.2500000000
"2020-10-01 00:00:00",A4021150403,"AQ Mx NB","Plus 2",243,29.9423000000,7275.9789000000
"2020-10-01 00:00:00",A4021150404,"AQ Mx NB","Plus 3",152,28.5800000000,4344.1600000000
"2020-10-01 00:00:00",A4021150405,"AQ Mx NB",Premium,199,31.7029000000,6308.8771000000
"2020-10-01 00:00:00",A4118110105,"AQ Aspiron","Plus Blue",71,182.8932000000,12985.4172000000
"2020-10-01 00:00:00",A4118110106,"AQ Aspiron","Plus Red",98,187.7533000000,18399.8234000000
"2020-10-01 00:00:00",A4118110107,"AQ Aspiron","Premium Black",68,195.7721000000,13312.5028000000
"2020-10-01 00:00:00",A4218110201,"AQ Digit","Standard Grey",76,200.2732000000,15220.7632000000
"2020-10-01 00:00:00",A4218110202,"AQ Digit","Standard Blue",96,215.9341000000,20729.6736000000
"2020-10-01 00:00:00",A4218110203,"AQ Digit","Standard Red",115,236.8486000000,27237.5890000000
"2020-10-01 00:00:00",A4218110204,"AQ Digit","Plus Grey",92,232.1038000000,21353.5496000000
"2020-10-01 00:00:00",A4218110205,"AQ Digit","Plus Blue",72,240.1403000000,17290.1016000000
"2020-10-01 00:00:00",A4218110206,"AQ Digit","Plus Red",78,237.0183000000,18487.4274000000
"2020-10-01 00:00:00",A4218110207,"AQ Digit","Premium Black",70,249.1303000000,17439.1210000000
"2020-10-01 00:00:00",A4218110208,"AQ Digit","Premium Misty Green",77,243.0414000000,18714.1878000000
"2020-10-01 00:00:00",A4318110301,"AQ Velocity","Standard Grey",88,264.7000000000,23293.6000000000
"2020-10-01 00:00:00",A4319110302,"AQ Velocity","Standard Blue",66,267.2091000000,17635.8006000000
"2020-10-01 00:00:00",A4319110303,"AQ Velocity","Standard Red",69,261.2305000000,18024.9045000000
"2020-10-01 00:00:00",A4319110304,"AQ Velocity","Plus Grey",102,267.0636000000,27240.4872000000
"2020-10-01 00:00:00",A4319110305,"AQ Velocity","Plus Blue",98,277.8079000000,27225.1742000000
"2020-10-01 00:00:00",A4319110306,"AQ Velocity","Plus Red",45,275.8194000000,12411.8730000000
"2020-10-01 00:00:00",A4419110401,"AQ Elite","Standard Grey",62,271.3471000000,16823.5202000000
"2020-10-01 00:00:00",A4419110402,"AQ Elite","Standard Blue",118,281.9504000000,33270.1472000000
"2020-10-01 00:00:00",A4419110403,"AQ Elite","Standard Red",27,288.0503000000,7777.3581000000
"2020-10-01 00:00:00",A4419110404,"AQ Elite","Plus Grey",67,286.8973000000,19222.1191000000
"2020-10-01 00:00:00",A4419110405,"AQ Elite","Plus Blue",70,291.2071000000,20384.4970000000
"2020-10-01 00:00:00",A4419110406,"AQ Elite","Plus Red",68,287.5666000000,19554.5288000000
"2020-10-01 00:00:00",A4419110407,"AQ Elite","Premium Black",92,287.4934000000,26449.3928000000
"2020-10-01 00:00:00",A4419110408,"AQ Elite","Premium Misty Green",104,297.0277000000,30890.8808000000
"2020-10-01 00:00:00",A4519110501,"AQ Gen X","Standard Grey",81,311.8396000000,25259.0076000000
"2020-10-01 00:00:00",A4519110502,"AQ Gen X","Standard Blue",114,300.3378000000,34238.5092000000
"2020-10-01 00:00:00",A4519110503,"AQ Gen X","Standard Red",116,306.9189000000,35602.5924000000
"2020-10-01 00:00:00",A4520110504,"AQ Gen X","Plus Grey",39,341.7343000000,13327.6377000000
"2020-10-01 00:00:00",A4520110505,"AQ Gen X","Plus Blue",80,325.2156000000,26017.2480000000
"2020-10-01 00:00:00",A4520110506,"AQ Gen X","Plus Red",60,325.2561000000,19515.3660000000
"2020-10-01 00:00:00",A4520110507,"AQ Gen X","Premium Black",127,322.9426000000,41013.7102000000
"2020-10-01 00:00:00",A4520110508,"AQ Gen X","Premium Misty Green",48,327.0930000000,15700.4640000000
"2020-10-01 00:00:00",A4620110601,"AQ Gen Y","Standard Grey",79,347.2474000000,27432.5446000000
"2020-10-01 00:00:00",A4620110602,"AQ Gen Y","Standard Blue",80,346.6886000000,27735.0880000000
"2020-10-01 00:00:00",A4620110603,"AQ Gen Y","Standard Red",86,366.0459000000,31479.9474000000
"2020-10-01 00:00:00",A4620110604,"AQ Gen Y","Plus Grey",61,353.0982000000,21538.9902000000
"2020-10-01 00:00:00",A4620110605,"AQ Gen Y","Plus Blue",108,349.2525000000,37719.2700000000
"2020-10-01 00:00:00",A4620110606,"AQ Gen Y","Plus Red",104,348.5375000000,36247.9000000000
"2020-10-01 00:00:00",A4620110607,"AQ Gen Y","Premium Black",85,347.8030000000,29563.2550000000
"2020-10-01 00:00:00",A4620110608,"AQ Gen Y","Premium Misty Green",109,363.0630000000,39573.8670000000
"2020-10-01 00:00:00",A4720110701,"AQ GEN Z","Standard Grey",65,367.7335000000,23902.6775000000
"2020-10-01 00:00:00",A4720110702,"AQ GEN Z","Standard Blue",44,371.4027000000,16341.7188000000
"2020-10-01 00:00:00",A4721110703,"AQ GEN Z","Standard Red",101,361.6496000000,36526.6096000000
"2020-10-01 00:00:00",A4721110704,"AQ GEN Z","Plus Grey",73,380.2153000000,27755.7169000000
"2020-10-01 00:00:00",A4721110705,"AQ GEN Z","Plus Blue",53,377.4069000000,20002.5657000000
"2020-10-01 00:00:00",A4918110101,"AQ BZ 101","Standard Grey",75,419.1936000000,31439.5200000000
"2020-10-01 00:00:00",A4918110102,"AQ BZ 101","Standard Blue",69,451.4881000000,31152.6789000000
"2020-10-01 00:00:00",A4918110103,"AQ BZ 101","Premium Black",72,428.1451000000,30826.4472000000
"2020-10-01 00:00:00",A4918110104,"AQ BZ 101","Premium Misty Green",63,460.2805000000,28997.6715000000
"2020-10-01 00:00:00",A5018110201,"AQ BZ Compact","Standard Grey",63,451.7049000000,28457.4087000000
"2020-10-01 00:00:00",A5018110202,"AQ BZ Compact","Standard Blue",72,462.5568000000,33304.0896000000
"2020-10-01 00:00:00",A5018110203,"AQ BZ Compact","Standard Red",87,452.1420000000,39336.3540000000
"2020-10-01 00:00:00",A5018110204,"AQ BZ Compact","Plus Grey",64,447.7337000000,28654.9568000000
"2020-10-01 00:00:00",A5018110205,"AQ BZ Compact","Plus Blue",47,486.1763000000,22850.2861000000
"2020-10-01 00:00:00",A5018110206,"AQ BZ Compact","Plus Red",81,475.5544000000,38519.9064000000
"2020-10-01 00:00:00",A5018110207,"AQ BZ Compact","Premium Black",27,475.1904000000,12830.1408000000
"2020-10-01 00:00:00",A5019110208,"AQ BZ Compact","Premium Misty Green",53,467.3047000000,24767.1491000000
"2020-10-01 00:00:00",A5119110301,"AQ BZ Gen Y","Standard Grey",46,479.0441000000,22036.0286000000
"2020-10-01 00:00:00",A5119110302,"AQ BZ Gen Y","Standard Blue",54,474.3132000000,25612.9128000000
"2020-10-01 00:00:00",A5119110303,"AQ BZ Gen Y","Standard Red",63,474.3154000000,29881.8702000000
"2020-10-01 00:00:00",A5119110305,"AQ BZ Gen Y","Plus Blue",44,483.3813000000,21268.7772000000
"2020-10-01 00:00:00",A5119110306,"AQ BZ Gen Y","Plus Red",78,486.4857000000,37945.8846000000
"2020-10-01 00:00:00",A5119110307,"AQ BZ Gen Y","Premium Black",74,516.4580000000,38217.8920000000
"2020-10-01 00:00:00",A5119110308,"AQ BZ Gen Y","Premium Misty Green",67,512.5811000000,34342.9337000000
"2020-10-01 00:00:00",A5219110401,"AQ BZ Gen Z","Standard Grey",39,506.9644000000,19771.6116000000
"2020-10-01 00:00:00",A5219110402,"AQ BZ Gen Z","Standard Blue",66,490.1582000000,32350.4412000000
"2020-10-01 00:00:00",A5219110403,"AQ BZ Gen Z","Standard Red",21,525.8042000000,11041.8882000000
"2020-10-01 00:00:00",A5219110405,"AQ BZ Gen Z","Plus Blue",56,521.2603000000,29190.5768000000
"2020-10-01 00:00:00",A5219110406,"AQ BZ Gen Z","Plus Red",78,550.4597000000,42935.8566000000
"2020-10-01 00:00:00",A5219110407,"AQ BZ Gen Z","Premium Black",56,545.5931000000,30553.2136000000
